"produto","numero_nf","quantidade","total"
"NOTEBOOK SONY JK",227550,"3.00","8400.00"
"JOGOS VORAZES",116160,"1.00","45.00"
"SAO PAULO / RIO DE JANEIRO",56260,"4.00","920.00"
"NOTEBOOK HP C-34",125730,"4.00","9200.00"
"NOTEBOOK HP ONE",55560,"1.00","1870.00"
"WINDOWS 2016 VISAO GERAL",92100,"3.00","270.00"
"PC DUAL CORE",15480,"4.00","5400.00"
"SAO PAULO / BUENOS AIRES",44920,"4.00","4360.00"
"DESKTOP P5 PH",91600,"1.00","1400.00"
"PENDRIVE 32 MULTILASER",32450,"4.00","200.00"
"NOTEBOOK SONY JK",163010,"3.00","8400.00"
"TSQL TUNING",16750,"5.00","450.00"
"IPOD NANO 16",153830,"4.00","1200.00"
"CAMA CASAL",143440,"1.00","1000.00"
"HD 1T",166910,"5.00","1450.00"
"XTG SOUND",100040,"2.00","640.00"
"SAMSUNG XY 4",187340,"3.00","3600.00"
"SMART TV PANASONIC 52",24230,"1.00","4200.00"
"DINOSSAUROS",97290,"4.00","160.00"
"NOTEBOOK LN 15",166340,"3.00","4500.00"
"SOCCER 2018",162820,"4.00","580.00"
"O PATRÃO",10140,"3.00","234.00"
"LG OPTIMUS",119120,"3.00","2670.00"
"SAMSUNG E1203",132980,"2.00","1120.00"
"O PATRÃO",195430,"2.00","156.00"
"CASTELVANIA",139390,"4.00","480.00"
"WINDOWS 2016 VISAO GERAL",101600,"2.00","180.00"
"RIO DE JANEIRO / MIAMI",198010,"2.00","3800.00"
"PHONE 4",65000,"3.00","5700.00"
"CADEIRA DE FERRO",119440,"2.00","600.00"
"GRILL GEROGE FOREMAN",190440,"5.00","1250.00"
"SAO PAULO / RECIFE",100550,"4.00","1440.00"
"JUICER ARNO",40680,"1.00","450.00"
"MOCHILA NOTEBOOK 17 POL",8730,"2.00","278.00"
"GALAXY TAB 10",80820,"1.00","2300.00"
"LG C397",153770,"4.00","2000.00"
"MIXER WALLITA",169320,"3.00","480.00"
"CARTAO SD 128 GB SANDISK",30830,"3.00","468.00"
"SMART TV PANASONIC 52",106450,"1.00","4200.00"
"ADVANCED AZURE",175530,"2.00","140.00"
"BARCO DE PEDRA",162200,"1.00","37.00"
"DESKTOP P5 PH",51320,"2.00","2800.00"
"FABULA",253010,"1.00","120.00"
"O IMORTAL",79470,"5.00","185.00"
"SONY W100",5360,"4.00","3920.00"
"NOTEBOOK LN 17",31350,"3.00","6300.00"
"ROTEADOR 18 PORTAS",225660,"4.00","1200.00"
"NOTEBOOK HP INOVE",114670,"4.00","13200.00"
"FUTEBOL 2018",103770,"3.00","435.00"
"LEITOR DE CARTOES MULTILASER",237330,"3.00","72.00"
"TV LED 32 SONY",221870,"2.00","2000.00"
"LAVA LOUCAS BRASTEMP",78760,"4.00","14000.00"
"LIQUIDIFICADOR WALLITA",60400,"4.00","360.00"
"LEITOR DE CARTOES",200260,"2.00","68.00"
"NOTEBOOK MSFT 17",90410,"4.00","12400.00"
"SAO PAULO / RECIFE",96360,"3.00","1080.00"
"A TEORIA",186790,"4.00","792.00"
"TABLET 7 LENOVO",119410,"3.00","1800.00"
"LOAD RUNNER",43240,"5.00","725.00"
"DESKTOP A5 PH",20130,"5.00","6500.00"
"SONY W500",35000,"2.00","2400.00"
"ROTEADOR 18 PORTAS",182980,"3.00","900.00"
"REVIVALS",193120,"3.00","435.00"
"GALAXY TAB 10",200690,"5.00","11500.00"
"MOUSE OPTICO",89230,"3.00","267.00"
"MOCHILA NOTEBOOK 14 POL",157850,"1.00","89.00"
"DESKTOP I5",111070,"3.00","6300.00"
"MOUSE OPTICO",118240,"2.00","118.00"
"FABULA",160340,"4.00","480.00"
"GRILL GEROGE FOREMAN",105200,"2.00","500.00"
"SAO PAULO / RIO DE JANEIRO",158500,"3.00","690.00"
"MIXER WALLITA",217060,"4.00","640.00"
"ROTEADOR WIRELESS",185000,"5.00","450.00"
"MESA 4 LUGARES",40130,"2.00","2000.00"
"LEITOR DE CARTOES",231970,"1.00","34.00"
"SAMSUNG DUOS",2460,"1.00","1100.00"
"XTG SOUND",54820,"2.00","640.00"
"ROTEADOR 18 PORTAS",180660,"2.00","600.00"
"HOME THEATER PANASONIC",185820,"1.00","245.00"
"THIEF",135660,"1.00","140.00"
"TV LED 42 CCE",222370,"5.00","8000.00"
"AS CRÔNICAS DE ANDROMEDA",182120,"3.00","207.00"
"PHONE 5",112360,"5.00","12500.00"
"NOTEBOOK MSFT 17",37470,"1.00","3100.00"
"RIO DE JANEIRO / LIMA",159730,"5.00","9500.00"
"MIXER BRITANIA",193900,"3.00","270.00"
"IPAD 64",230590,"4.00","10000.00"
"ARMARIO COZINHA 6 PORTAS",6290,"3.00","7500.00"
"LG C397",209980,"3.00","1500.00"
"CAMA SOLTEIRO",97990,"3.00","1800.00"
"NOTEBOOK LN 17",20480,"2.00","4200.00"
"A CASA",212910,"2.00","598.00"
"CAVALEIRO DOS 7 REINOS",15620,"2.00","60.00"
"NOTEBOOK LN 15",53830,"4.00","6000.00"
"SAO PAULO / ROMA",37620,"1.00","2800.00"
"ADAPTADOR WIRELESS",30750,"4.00","356.00"
"NOTEBOOK ACER 15",93800,"4.00","6000.00"
"MEMORIA DDR 3 8GB",244460,"2.00","180.00"
"NOTEBOOK MSFT TOUCH",225070,"1.00","3500.00"
"MESA DE CENTRO",103030,"2.00","1000.00"
"DESKTOP I3",76860,"3.00","5400.00"
"SMART TV PANASONIC 46",229580,"2.00","6198.00"
"NOTEBOOK SONY AWS",130330,"1.00","2750.00"
"A TEORIA",216810,"5.00","990.00"
"LAVA LOUCAS BRASTEMP",96790,"5.00","17500.00"
"SONY W200",89820,"3.00","3300.00"
"CAVALEIRO DOS 7 REINOS",71560,"4.00","120.00"
"GALAXY TAB 10",62500,"3.00","6900.00"
"RAIDER",83570,"1.00","120.00"
"NOKIA QUARTY",148820,"5.00","1500.00"
"MEMORIA DDR 3 8GB",12200,"2.00","180.00"
"SAO PAULO / CURITIBA",44180,"5.00","1500.00"
"MOCHILA NOTEBOOK 15.6 POL",70510,"2.00","218.00"
"SAMSUNG E1203",36800,"3.00","1680.00"
"LAVADORA GANCA 10L",193740,"2.00","10800.00"
"SONY I7",60020,"4.00","10000.00"
"DESKTOP A5 HP",106630,"2.00","2600.00"
"MOUSE OPTICO",179410,"1.00","89.00"
"GELADEIRA BRASTEMP",162470,"5.00","15000.00"
"MOTO Z PLAY 3",227640,"1.00","1150.00"
"SONY W100",228320,"4.00","3920.00"
"NOTEBOOK HP INOVE",148330,"1.00","3300.00"
"MOTOROLA TV",44160,"2.00","1598.00"
"CARTAO SD 64 GB SAMSUNG",35190,"3.00","234.00"
"NOTEBOOK HP INOVE",28740,"4.00","13200.00"
"HOME THEATER LG",80390,"1.00","230.00"
"MICROONDAS BRASTEMP",137990,"5.00","3000.00"
"NOTEBOOK MSFT TOUCH",84920,"2.00","7000.00"
"DREAMC VGA",179390,"3.00","450.00"
"MOCHILA NOTEBOOK 17 POL",77320,"3.00","417.00"
"PANIFICADORA BRITANIA",212670,"1.00","250.00"
"NOTEBOOK MSFT HIBR",241540,"2.00","9600.00"
"GALAXY NOTE",154660,"1.00","2900.00"
"PENDRIVE 256",15260,"2.00","480.00"
"O PATRÃO",154160,"4.00","312.00"
"TV 3D PHILIPS 42",137580,"5.00","19000.00"
"PLACA DE SOM",211540,"2.00","580.00"
"SAO PAULO / BUENOS AIRES",173740,"3.00","3270.00"
"TV LED 42 SONY",170770,"4.00","8000.00"
"GRAVITACIONAL",92520,"3.00","234.00"
"HD 3T",54080,"3.00","2280.00"
"JOGOS VORAZES",240360,"3.00","135.00"
"O SUPER-HERÓI",9480,"3.00","135.00"
"SONY W200",73850,"2.00","2200.00"
"TV LED 42 CCE",166200,"2.00","3200.00"
"MOTO G6",37660,"5.00","4300.00"
"RIO DE JANEIRO / PARIS",79260,"2.00","4600.00"
"CAMA CASAL",192220,"3.00","3000.00"
"MOCHILA NOTEBOOK 17 POL",159150,"5.00","695.00"
"MOTO G5",212770,"2.00","1358.00"
"NOTEBOOK HP INOVE",46970,"2.00","6600.00"
"HOME THEATER LG",223700,"2.00","460.00"
"RIO DE JANEIRO / LIMA",124840,"2.00","3800.00"
"A TEORIA",112680,"2.00","396.00"
"DREAMC QUARTY",229290,"4.00","720.00"
"CAVALEIROS DE PRATA",23650,"5.00","725.00"
"GALAXY NOTE",180340,"2.00","5800.00"
"PENDRIVE 64 ML",70110,"1.00","85.00"
"IPAD MINI 16",194110,"4.00","4800.00"
"TV LED 42 LG",168440,"2.00","4000.00"
"CARTAO SD 64 GB SAMSUNG",137550,"1.00","78.00"
"SAMSUNG E1203",161700,"5.00","2800.00"
"CARTAO SD 128 GB SANDISK",152620,"4.00","624.00"
"DESKTOP A5 PH",158710,"2.00","2600.00"
"NOTEBOOK SONY JK",14500,"3.00","8400.00"
"NOTEBOOK HP ONE",64280,"3.00","5610.00"
"TABLET 7 LENOVO",162120,"5.00","3000.00"
"TECLADO WIRELESS MULTILASER",222140,"1.00","120.00"
"RACK TV MOGNO",143860,"3.00","4500.00"
"GALAXY NOTE",39330,"1.00","2900.00"
"EXCHANGE 2014",194170,"4.00","520.00"
"ESCOLINHA DO JUCA",8670,"3.00","168.00"
"CAVALEIRO DAS TREVAS",57930,"4.00","440.00"
"MEMORIA DDR 3 32GB",147020,"2.00","700.00"
"XTG SOUND",200660,"4.00","1280.00"
"SAMSUNG XY 4",120330,"4.00","4800.00"
"SAMSUNG XY 3",154110,"5.00","4000.00"
"CAVALEIRO DAS TREVAS",22410,"3.00","330.00"
"GRAVITACIONAL",87230,"1.00","78.00"
"RIO DE JANEIRO / NEW YORK",118250,"2.00","5200.00"
"PLAYSTATION 3",212640,"5.00","4900.00"
"COMBO TECLADO E MOUSE",196330,"3.00","930.00"
"DREAMC QUARTY",185060,"2.00","360.00"
"LG OPTIMUS",191730,"2.00","1780.00"
"SAO PAULO / LIMA",103430,"4.00","7600.00"
"COMBO TECLADO E MOUSE",29250,"3.00","390.00"
"CAVALEIRO DOS 7 REINOS",214380,"4.00","120.00"
"NOTEBOOK LN 17",183330,"5.00","10500.00"
"TABLET 7 LENOVO",27310,"1.00","600.00"
"SAO PAULO / MIAMI",191660,"5.00","11500.00"
"VINGANÇA",237470,"5.00","225.00"
"SMART TV SAMSUNG 52",195750,"1.00","4300.00"
"DESKTOP P5 PH",226620,"2.00","2800.00"
"HD 1T",86160,"5.00","1450.00"
"TV LED 32 LG",189030,"2.00","2200.00"
"XTG RAD D1",42220,"3.00","2400.00"
"SAMSUNG DUOS",154630,"2.00","2200.00"
"DREAMC VGA",208420,"4.00","600.00"
"DESKTOP A5 ML",16070,"4.00","5200.00"
"XTG RAD D3",32260,"4.00","2800.00"
"DESKTOP 17",250740,"3.00","6900.00"
"RIO DE JANEIRO / MADRID",76880,"4.00","7200.00"
"ROTEADOR 18 PORTAS",38760,"2.00","600.00"
"GRAVITACIONAL",212850,"4.00","312.00"
"DESKTOP P5 PH",147880,"4.00","5600.00"
"SAO PAULO / MIAMI",239260,"4.00","9200.00"
"JOGOS VORAZES",164740,"3.00","135.00"
"LAVA LOUCAS CCE",240220,"1.00","3600.00"
"MEMORIA DDR 3 8GB",249840,"3.00","270.00"
"LAVADORA LG 10L",160760,"1.00","2800.00"
"CAVALEIROS DE PRATA",75730,"1.00","145.00"
"DESKTOP A5 PH",82610,"4.00","5200.00"
"SAO PAULO / SALVADOR",48870,"3.00","1350.00"
"NOKIA QUARTY",8820,"1.00","300.00"
"NOTEBOOK MSFT TOUCH",42620,"1.00","3500.00"
"TABLET 10 LENOVO",86690,"4.00","3200.00"
"HOMEM DE AÇO",16700,"1.00","45.00"
"MOCHILA NOTEBOOK 15.6 POL",64680,"2.00","218.00"
"JUST DANCE",97000,"3.00","297.00"
"MICROONDAS BRASTEMP",86490,"5.00","3000.00"
"DESKTOP 17",211840,"4.00","9200.00"
"WARIO",196920,"5.00","725.00"
"RIO DE JANEIRO / LIMA",64470,"3.00","5700.00"
"TV LED 50 SONY",128830,"1.00","3200.00"
"PENDRIVE 16",6060,"3.00","90.00"
"PENDRIVE 64",21720,"1.00","80.00"
"PENDRIVE 128 CROSSAIR",211300,"3.00","411.00"
"SAO PAULO / MADRID",122620,"4.00","10800.00"
"SMART TV PANASONIC 52",237610,"5.00","21000.00"
"NOKIA ASHA 501",185200,"4.00","2400.00"
"FABULA",210130,"2.00","240.00"
"DIÁRIO ROMÂNTICO",232670,"3.00","528.00"
"TABLET 7 LENOVO",96790,"3.00","1800.00"
"NOKIA 549",199810,"5.00","2250.00"
"TV LED 50 LG",118080,"5.00","15500.00"
"NOTEBOOK MSFT 17",52660,"3.00","9300.00"
"VINGANÇA",23700,"2.00","90.00"
"LAVADORA LG 10L",212900,"4.00","11200.00"
"RIO DE JANEIRO / PARIS",32670,"3.00","6900.00"
"SAMSUNG XY 4",1330,"1.00","1200.00"
"LEITOR DE CARTOES MULTILASER",71130,"2.00","48.00"
"MP4 32 GB SONY",57960,"3.00","720.00"
"IPAD MINI 16",86390,"3.00","3600.00"
"TABLET 7 LENOVO",36090,"2.00","1200.00"
"PHONE 4",168630,"2.00","3800.00"
"O PEQUENO",83590,"3.00","129.00"
"DESKTOP A5 ML",48370,"3.00","3900.00"
"NOKIA ASHA 501",249180,"1.00","600.00"
"SAO PAULO / BUENOS AIRES",175230,"1.00","1090.00"
"SAO PAULO / BUENOS AIRES",65890,"2.00","2180.00"
"DREAMC QUARTY",27310,"4.00","720.00"
"HD 3T SAMSUNG",170210,"4.00","2800.00"
"O PATRÃO",142370,"2.00","156.00"
"MOTO Z PLAY 3",149870,"5.00","5750.00"
"ARMARIO COZINHA 6 PORTAS",75290,"4.00","10000.00"
"CASOAS ANTIGOS",244460,"2.00","74.00"
"MP4 32 GB SONY",51820,"4.00","960.00"
"SMART TV SAMSUNG 52",152850,"4.00","17200.00"
"SMART TV PANASONIC 46",125550,"2.00","6198.00"
"PENDRIVE 256",180660,"5.00","1200.00"
"DESKTOP P5 HP",13470,"4.00","5600.00"
"HD 3T",234480,"4.00","3040.00"
"MESA JANTAR 6 LUGARES",170610,"4.00","10000.00"
"A TEORIA",142830,"4.00","792.00"
"TECLADO WIRELESS MULTILASER",140170,"3.00","360.00"
"RIO DE JANEIRO / MIAMI",27220,"1.00","1900.00"
"HD 3T",225690,"1.00","760.00"
"XTG RAD D3",219570,"4.00","2800.00"
"RIO DE JANEIRO / MADRID",64080,"4.00","7200.00"
"CARTAO SD 64 GB SAMSUNG",27860,"3.00","234.00"
"DREAMC VGA",141310,"5.00","750.00"
"AS CRÔNICAS DE ANDROMEDA",235610,"3.00","207.00"
"TV LED 32 LG",121230,"1.00","1100.00"
"CAVALEIROS DE PRATA",12180,"1.00","145.00"
"HD 3T SAMSUNG",186840,"4.00","2800.00"
"SONY W500",68190,"4.00","4800.00"
"A TEORIA",26430,"4.00","792.00"
"SQL SERVER 2016",141270,"4.00","120.00"
"RIO DE JANEIRO / CAMPINAS",137650,"2.00","500.00"
"LEITOR DE CARTOES",195070,"4.00","136.00"
"TV LED 42 LG",165340,"3.00","6000.00"
"ADVANCED AZURE",148210,"4.00","280.00"
"XTG RAD D1",109160,"4.00","3200.00"
"NOTEBOOK HP INOVE",180590,"5.00","16500.00"
"LEITOR DE CARTOES",157880,"3.00","102.00"
"DESKTOP P5 PH",20110,"5.00","7000.00"
"MOTO Z PLAY 3",42050,"5.00","5750.00"
"TABLET 7 LENOVO",133830,"4.00","2400.00"
"DESKTOP A5 PH",194700,"3.00","3900.00"
"RIO DE JANEIRO / RECIFE",39860,"2.00","1120.00"
"MIXER WALLITA",203170,"4.00","640.00"
"SAMSUNG XY 3",28840,"1.00","800.00"
"CARREGADOR TURBO CELULAR",212410,"5.00","495.00"
"WARIO",170050,"3.00","435.00"
"RAIDER",91660,"4.00","480.00"
"A CASA",251170,"4.00","1196.00"
"DESKTOP P5 HP",151210,"3.00","4200.00"
"RIO DE JANEIRO / PARIS",181810,"4.00","9200.00"
"MOTO Z PLAY 3",82700,"3.00","3450.00"
"SOUTH PLACE",145900,"5.00","490.00"
"SMART TV SAMSUNG 52",4570,"3.00","12900.00"
"LG OPTIMUS",30710,"5.00","4450.00"
"EXCHANGE 2014",51220,"4.00","520.00"
"PHONE 5",202920,"2.00","5000.00"
"TV LED 50 SAMSUNG",12960,"1.00","3300.00"
"O PEQUENO",185330,"4.00","172.00"
"TV LED 60 SONY",47530,"5.00","19500.00"
"CAMA SOLTEIRO",214740,"4.00","2400.00"
"TECLADO WIRELESS MULTILASER",154590,"3.00","360.00"
"SAMSUNG XY 3",189510,"4.00","3200.00"
"CONJUNTO DE SOFA",77260,"3.00","10500.00"
"CAVALEIRO DAS TREVAS",19780,"5.00","550.00"
"C# PRATICO",68560,"5.00","300.00"
"TV LED 50 LG",116220,"2.00","6200.00"
"TV LED 50 SONY",12670,"3.00","9600.00"
"CARTAO SD 32 GB SANDISK",113850,"1.00","32.00"
"RIO DE JANEIRO / MADRID",215480,"5.00","9000.00"
"CHAPA A GAS GANCA",87020,"1.00","1800.00"
"NOKIA QUARTY",18760,"5.00","1500.00"
"SAO PAULO / SALVADOR",152170,"2.00","900.00"
"SAO PAULO / GOIANIA",190630,"5.00","2000.00"
"XTG RAD D3",228640,"2.00","1400.00"
"FUTEBOL 2018",137020,"4.00","580.00"
"SMART TV SAMSUNG 52",60830,"3.00","12900.00"
"DESKTOP A5 PH",180190,"2.00","2600.00"
"DESKTOP A5 HP",17030,"4.00","5200.00"
"CENTRIFUGA ARNO",166990,"1.00","2800.00"
"DREAMC QUARTY",171590,"3.00","540.00"
"O SENHOR DO CRIME",214100,"2.00","398.00"
"MOTO G6",86650,"4.00","3440.00"
"RIO DE JANEIRO / PARIS",139450,"1.00","2300.00"
"RIO DE JANEIRO / NEW YORK",118820,"4.00","10400.00"
"CARTAO SD 128 GB SANDISK",63580,"5.00","780.00"
"NOTEBOOK MSFT HIBR",224500,"2.00","9600.00"
"CENTRIFUGA ARNO",172820,"4.00","11200.00"
"MOTO G5",162240,"1.00","679.00"
"DIÁRIO ROMÂNTICO",111350,"1.00","176.00"
"MAFIA",131300,"2.00","240.00"
"TV LED 60 SAMSUNG",138420,"2.00","7600.00"
"CAMA CASAL",20820,"4.00","4000.00"
"MOUSE OPTICO",121370,"3.00","177.00"
"ADAPTADOR WIRELESS",196510,"2.00","178.00"
"VINGANÇA",73640,"4.00","180.00"
"HOME THEATER LG",252800,"3.00","690.00"
"HUB SWITCH 6 PORTAS",109970,"3.00","237.00"
"XTG SOUND",193470,"3.00","960.00"
"RIO DE JANEIRO / RECIFE",124660,"4.00","2240.00"
"DRAGON BLAZER",251410,"5.00","450.00"
"O PATRÃO",201670,"2.00","156.00"
"MOCHILA NOTEBOOK 15.6 POL",73610,"2.00","218.00"
"LOAD RUNNER",195100,"4.00","580.00"
"NOKIA QUARTY",23530,"3.00","900.00"
"LAVA LOUCAS BRASTEMP",16020,"2.00","7000.00"
"AS CRÔNICAS DE ANDROMEDA",185760,"3.00","207.00"
"IPAD 32",127250,"5.00","9500.00"
"LG OPTIMUS",20680,"2.00","1780.00"
"RIO DE JANEIRO / LONDRINA",205820,"5.00","2150.00"
"MOCHILA NOTEBOOK 14 POL",41170,"3.00","267.00"
"XTG SOUND",218980,"2.00","640.00"
"THIEF",83960,"3.00","420.00"
"RACK TV MOGNO",90400,"4.00","6000.00"
"SQL SERVER 2016",164820,"4.00","120.00"
"PENDRIVE 128 CROSSAIR",109670,"2.00","274.00"
"REVELADOS",111540,"1.00","48.00"
"XTG RAD D1",42480,"3.00","2400.00"
"PHONE 5",179220,"4.00","10000.00"
"SONY I5",188300,"2.00","3600.00"
"XTG RAD D1",237950,"4.00","3200.00"
"IPAD MINI 16",210250,"2.00","2400.00"
"RAIDER",152230,"1.00","120.00"
"RIO DE JANEIRO / LIMA",95130,"1.00","1900.00"
"TV PLASMA PHILIPS 42",161030,"1.00","1200.00"
"TV LED 42 SAMSUNG",217250,"4.00","8800.00"
"DESKTOP I5",116400,"3.00","6300.00"
"RAIDER",229380,"2.00","240.00"
"WARIO",203230,"4.00","580.00"
"HD 1T SAMSUNG",246940,"2.00","520.00"
"SAO PAULO / MIAMI",215740,"2.00","4600.00"
"COMBO TECLADO E MOUSE",19890,"3.00","390.00"
"CAMA SOLTEIRO",197650,"4.00","2400.00"
"CARTAO SD 128 GB SANDISK",246000,"1.00","156.00"
"TV LED 50 SONY",50040,"2.00","6400.00"
"DREAMC VGA",120760,"4.00","600.00"
"TV LED 32 LG",170460,"3.00","3300.00"
"TV LED 42 CCE",193380,"4.00","6400.00"
"TV 3D SONY 42",215380,"3.00","9300.00"
"IPAD 32",80590,"2.00","3800.00"
"MESA 4 LUGARES",102210,"4.00","4000.00"
"TV LED 42 CCE",203290,"2.00","3200.00"
"TV LED 55 LG",114540,"3.00","11700.00"
"MOUSE OPTICO",124920,"5.00","445.00"
"PENDRIVE 256",103180,"3.00","720.00"
"EXCHANGE 2014",71380,"1.00","130.00"
"PHONE 4",14410,"4.00","7600.00"
"HD 2T SAMSUNG",4470,"2.00","1100.00"
"TV LED 32 SONY",108530,"5.00","5000.00"
"LG C397",31540,"4.00","2000.00"
"LOAD RUNNER",3090,"3.00","435.00"
"GLADIADORES",9570,"2.00","290.00"
"ROTEADOR WIRELESS",241980,"3.00","270.00"
"ADVANCED AZURE",40900,"4.00","280.00"
"DINOSSAUROS",2900,"2.00","80.00"
"TABLET 10 LENOVO",97020,"1.00","800.00"
"GELADEIRA BRASTEMP",104840,"2.00","6000.00"
"IPAD MINI 16",50270,"2.00","2400.00"
"LG C397",41640,"4.00","2000.00"
"TITANS",173990,"4.00","392.00"
"GLADIADORES",4590,"4.00","580.00"
"LAVA LOUCAS BRASTEMP",219890,"2.00","7000.00"
"JUST DANCE",38120,"2.00","198.00"
"SAO PAULO / MADRID",88380,"4.00","10800.00"
"RIO DE JANEIRO / NEW YORK",183790,"4.00","10400.00"
"PLAYSTATION 3",19210,"3.00","2940.00"
"MEMORIA DDR 3 8GB",198030,"4.00","360.00"
"JOGOS VORAZES",101990,"3.00","135.00"
"SAMSUNG XY 4",174060,"2.00","2400.00"
"CADEIRA DE FERRO",226250,"3.00","900.00"
"A TEORIA",12650,"2.00","396.00"
"RIO DE JANEIRO / LIMA",171500,"1.00","1900.00"
"MOCHILA NOTEBOOK 15.6 POL",151320,"1.00","109.00"
"UM CASO PERDIDO",74320,"4.00","224.00"
"DIÁRIO ROMÂNTICO",202540,"5.00","880.00"
"HD 1T SAMSUNG",113080,"4.00","1040.00"
"MENTES CRIMINOSAS",48380,"2.00","420.00"
"LG C397",110640,"5.00","2500.00"
"VINGANÇA",249860,"3.00","135.00"
"CRONICAS ANTIGAS",226700,"5.00","945.00"
"A CULPA É DAS ESTRELAS",39890,"2.00","48.00"
"SONY W100",104770,"1.00","980.00"
"TV 3D PHILIPS 42",51310,"2.00","7600.00"
"JOGOS MALÉFICOS",75000,"3.00","114.00"
"CARTAO SD 128 GB SANDISK",86490,"2.00","312.00"
"HOMEM DE AÇO",200860,"1.00","45.00"
"JOGOS MALÉFICOS",251490,"4.00","152.00"
"SAO PAULO / MIAMI",121160,"1.00","2300.00"
"MESA JANTAR 6 LUGARES",108230,"4.00","10000.00"
"DESKTOP I3",196310,"5.00","9000.00"
"MESA DE CENTRO",55810,"2.00","1000.00"
"SAMSUNG DUOS",138560,"2.00","2200.00"
"SMART TV PANASONIC 42",29030,"3.00","6600.00"
"SONY W200",61930,"3.00","3300.00"
"ARMARIO COZINHA 6 PORTAS",253100,"4.00","10000.00"
"DESKTOP A5 PH",192950,"5.00","6500.00"
"TECLADO WIRELESS MULTILASER",50290,"2.00","240.00"
"JACKSON",232480,"4.00","136.00"
"PLAYSTATION 3",138140,"4.00","3920.00"
"CONJUNTO DE SOFA",176140,"4.00","14000.00"
"IPOD NANO 32",19500,"2.00","900.00"
"SAO PAULO / CURITIBA",12110,"2.00","600.00"
"LEITOR DE CARTOES",98250,"1.00","34.00"
"LIQUIDIFICADOR ARNO",109080,"2.00","174.00"
"DESKTOP A5 PH",127840,"5.00","6500.00"
"XTG SOUND",145190,"3.00","960.00"
"JOGOS VORAZES",8590,"3.00","135.00"
"JUST DANCE",151660,"1.00","99.00"
"DREAMC VGA",156020,"4.00","600.00"
"A TEORIA",224100,"2.00","396.00"
"CRONICAS ANTIGAS",221030,"5.00","945.00"
"TV LED 42 SONY",204350,"2.00","4000.00"
"O SUPER-HERÓI",42840,"2.00","90.00"
"CARTOON MOVIE",47910,"4.00","396.00"
"O SENHOR DO CRIME",228050,"1.00","199.00"
"DINOSSAUROS",182470,"4.00","160.00"
"RACK TV MOGNO",193940,"1.00","1500.00"
"LIQUIDIFICADOR ARNO",186710,"3.00","261.00"
"MOUSE OPTICO",177590,"2.00","178.00"
"GELADEIRA BRASTEMP",2250,"3.00","9000.00"
"JUICER ARNO",183340,"3.00","1350.00"
"LEITOR DE CARTOES",38600,"3.00","102.00"
"ESCOLINHA DO JUCA",248610,"3.00","168.00"
"DREAMC QUARTY",186820,"3.00","540.00"
"FANTASY STAR",125950,"5.00","445.00"
"NOKIA QUARTY",112680,"1.00","300.00"
"IPAD 64",126480,"2.00","5000.00"
"ESCOLINHA DO JUCA",91590,"4.00","224.00"
"DESKTOP A5 HP",69780,"3.00","3900.00"
"RIO DE JANEIRO / LONDRINA",136580,"1.00","430.00"
"SONY W500",217740,"2.00","2400.00"
"A CASA",102330,"1.00","299.00"
"SMART TV PHILIPS 46",115010,"2.00","6398.00"
"PENDRIVE 256",211940,"2.00","480.00"
"THIEF",102880,"5.00","700.00"
"RIO DE JANEIRO / CAMPINAS",108140,"1.00","250.00"
"HOME THEATER PANASONIC",97400,"3.00","735.00"
"NOTEBOOK ACER 15",156770,"3.00","4500.00"
"O SUPER-HERÓI",246780,"3.00","135.00"
"GLADIADORES",90190,"2.00","290.00"
"SOUTH PLACE",185740,"4.00","392.00"
"FANTASY STAR",113260,"4.00","356.00"
"TV LED 42 SAMSUNG",136810,"5.00","11000.00"
"JUICER CCE",51360,"2.00","860.00"
"ADVANCED AZURE",223350,"4.00","280.00"
"IPOD NANO 16",250220,"5.00","1500.00"
"RIO DE JANEIRO / RECIFE",67860,"1.00","560.00"
"CARTAO SD 32 GB SANDISK",192740,"5.00","160.00"
"SOCCER 2018",129500,"1.00","145.00"
"FREEZER 300L BRASTEMP",60180,"2.00","3600.00"
"A CULPA É DAS ESTRELAS",90790,"2.00","48.00"
"XTG E1",143470,"4.00","1200.00"
"SAMSUNG DUOS",207580,"2.00","2200.00"
"O PEQUENO",128790,"4.00","172.00"
"SAO PAULO / ROMA",108590,"5.00","14000.00"
"PENDRIVE 64 ML",54420,"5.00","425.00"
"IPAD 32",11930,"2.00","3800.00"
"GALAXY TAB 10",59680,"2.00","4600.00"
"LEITOR DE CARTOES",198770,"4.00","136.00"
"PLACA DE SOM",7850,"3.00","870.00"
"MP4 32 GB SONY",216230,"4.00","960.00"
"TV LED 42 SAMSUNG",207880,"1.00","2200.00"
"FANTASY STAR",131450,"2.00","178.00"
"LEITOR DE CARTOES MULTILASER",73870,"1.00","24.00"
"MICROONDAS BRASTEMP",234140,"4.00","2400.00"
"NOTEBOOK ACER 17",7740,"2.00","4200.00"
"JUST DANCE",211520,"3.00","297.00"
"RIO DE JANEIRO / LIMA",196280,"3.00","5700.00"
"CARTAO SD 32 GB SANDISK",24240,"3.00","96.00"
"CARTAO SD 32 GB SANDISK",188170,"4.00","128.00"
"TV PLASMA PHILIPS 42",173830,"4.00","4800.00"
"NOTEBOOK ACER 17",71860,"4.00","8400.00"
"MENTES CRIMINOSAS",17020,"2.00","420.00"
