"nome","razao_social"
"VIVIANY SILVA MELO","PARENTE ADVOGADOS SS"
"RAIMUNDO NONATO PEREIRA SANTIAGO","R R DOS SANTOS DE SENA CONFECCOES"
"MARIA SOLANGE VIEIRA SILVA LIMA","REDEPRIME LOGISTICA DO BRASIL LTDA"
"ANDREA RODRIGUES SALES","RESINORTE INDUSTRIA DE POLIMEROS S/A"
"VANDERLÚCIA ALBUQUERQUE ARAGÃO","SABRINA LIMA - NUTRINDO CORPO & MENTE LTDA"
"SABRINA FIRMINO BARBARA","SAO BRAZ S/A INDUSTRIA E COMERCIO DE ALIMENTOS"
"JOICE KELLY SANTOS DA SILVA","ARAGAO & PONTE ADVOGADOS ASSOCIADOS"
"JOSE ARIMATEIA DA SILVA SANTOS","SAVIO MOURAO DE OLIVEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA"
"SILVIO EDUARDO SALES DE BRITTO RIBEIRO","SECRETARIA DE EDUCAÇÃO - SEEDUC"
"PAULO ROBERTO SOUSA CAVALCANTE","SERROTE GERACAO DE ENERGIA ELETRICA SA"
"MARIA IVANIETE LINO DE OLIVEIRA","VALDIR DE ARAÚJO PIRES LTDA"
"DALVANI COLARES DE SOUSA NUNES","ASSOCIACAO MAMA - MULHERES AMADAS, MULHERES ASSISTIDAS"
"KLECIANY DOS SANTOS DE OLIVEIRA","VR ADMINISTRADORA E INCORPORADORA DE IMOVEIS LTDA."
"LEANDRO OLIVEIRA DE SOUSA","IGLESIAS MODELACAO E FUNDICAO LTDA ME"
"KAYNAN DE OLIVEIRA LOPES","C S BRASIL FROTAS S.A"
"AURICELIO MONTEIRO DO NASCIMENTO","INSTITUTO BONS VENTOS"
"SAULO VINICIUS OLIVEIRA LIMA CAVALCANTE","CARTÓRIO 2 OFÍCIO DE REGISTRO DE IMÓVEIS DA COMARCA DE TAMBORIL"
"MARIA MAIA DA SILVA","ELLUS FISIOTERAPIA LTDA"
"RAYANE DO NASCIMENTO CRUZ","MM GESTAO CONTABIL LTDA"
"LEISA DOS SANTOS NOGUEIRA","SILVANIA NASCIMENTO DE SOUSA 17309134826"
"ANA CAROLINE MAGALHÃES BEZERRA","DROGARIA VITORIA DE TIANGUA LTDA ME"
"DIEGO BENESSON CHAVES DOS SANTOS GOMES","ACC GAS ASSISTENCIA TECNICA SERVICOS E MANUTENCAO EM FOGAO"
"IVONE MARIA SOUSA DA SILVA","A7 SERVICOS DE CONSTRUCOES EIRELI"
"VALMAR BASTOS DINIZ","GRANFRUIT COMERCIO E DISTRIBUICAO DE HORTIFRUTIGRANGEIRO EIRELI"
"RAIMUNDO FERREIRA DE OLIVEIRA","CENTRO DE FORMACAO DE CONDUTORES PALMA LTDA"
"SILVIO HEMERSON CASTRO FEITOSA","CENTRO DE FORMACAO DE CONDUTORES PERFIL LTDA"
"MARIA ROSEANE DE OLIVEIRA SILVA","UP DISTRIBUIDORA LTDA"
"KATIANE PEQUENO SILVA","VILLA ITALIA BRAZIL TRADING IMPORTACAO E EXPORTACAO LTDA"
"MARIA LUCIVANIA DOS SANTOS","ELIZIO PEREIRA BRANDAO NETO - ME"
"ISAAC RODRIGUES ALMEIDA","ALUESTE INDUSTRIA E COMERCIO DE ALUMINIO LTDA"
"JAQUELINE DOS SANTOS ALVES","JC LOCACAO E SERVICOS LTDA"
"WELLINGTON MUNIZ LOPES","JAYLSON A SILVA ME"
"MARIA SILVANA ALVES DE ARAUJO","JOSE ALBERTO RABELO DE MEDEIROS"
"JULIANA DA SILVA RODRIGUES","C & A MODAS SA"
"GILMAR SANTOS COSTA","C CRISTOVAM UCHOA EPP"
"JOSE ANDERSON MORAIS BORGES","C. F. MAIA DE OLIVEIRA LTDA"
"PRISCILLA LEVY ALBUQUERQUE GERAISSATI","JUSCASH ADMINISTRÇÃO DE PAGAMENTOS E RECEBIMENTOS S.A"
"MARCIO YOSHIO ITO","CENTRO DE FORMACAO DE CONDUTORES NOBRE LTDA"
"ANA PAULA SANTOS DO NASCIMENTO","CENTRO DE FORMACAO DE CONDUTORES VIEIRA E FEITOSA LTDA"
"FRANCISCO ALCY DE ALBUQUERQUE NETO","CLINICA ODONTOLOGICA LUIZA FRANCA UNIPESSOAL LTDA"
"ELMAR GOMES TELES","CLINICA ODONTOLOGICA VEM SORRIR LTDA"
"PAULO HENRIQUE EUSEBIO PEREIRA","CMB INDUSTRIA E COMERCIO DE ARTEFATOS DE PLASTICO"
"PAULO CESAR SOUZA DE OLIVEIRA","CONTSERVICE CONTABILIDADE E SERVICOS LTDA"
"ADRIANA RODRIGUES DOS SANTOS","JOSE TIAGO MARTINS NETO"
"ISRAEL DA SILVA MELO","DISTRIBUIDORA AGUA BOA LTDA"
"SUELLEN DUARTE DE MESQUITA","DISTRIBUIDORA DE MATERIAIS DE CONSTRUCAO ASSUNCAO LTDA"
"RAIANE PAIVA DE PAULA","KAUANA COMÉRCIO, IMPORTAÇÃO E IMPORTAÇÃO LIMITADA"
"ARONILDA GALVAO SOUSA","PAULO ROBERTO DE S PEREIRA ME"
"FRANCISCO ROBERT FERREIRA LIMA","SPENCER COMERCIO DE EQUIPAMENTOS INDUSTRIAIS E SERVICOS LTDA"
"KATRYNE DA SILVA CASSIANO","STEFANON IMPORTACAO E EXPORTACAO EIRELI - ME"
"VANIA MARIA DE SOUSA","KNAUF DO BRASIL LTDA"
"ALDAYR FERREIRA SALES","L M M DE ALMEIDA ATACADO TEXTIL LTDA"
"PEDRO PAULO RIBEIRO CHAGAS","L V DE ARAUJO"
"FRANCISCO GILMAR PEREIRA DE SOUSA","L V SPORTS CALCADOS E ROUPAS LTDA"
"LEONARDO SANTOS FIRMINO","ULTRA TUBOS COMERCIO IMPORTACAO E EXPORTACAO DE TUBOS E CONEXOES LTDA"
"GUILHERME DE ARAUJO BEZERRA","UNITED CAR LTDA"
"FELIPE COSME MARTINS","VALE VERDE EMPREENDIMENTOS AGRÍCOLAS LTDA"
"HELTER FRANCELINO CORREIA","VINICIUS PIRES MARTINS"
"REIDJANIA DE FREITAS QUEIROZ","AC COMERCIO DE ACESSORIOS DE MODA LTDA"
"ELISANGELA MARIA RAMALHO DOS SANTOS","META COMÉRCIO DE MATERIAIS DE CONSTRUÇÃO E SERVIÇOS LTDA"
"FLAVIA MARIA DA SILVA ROCHA","ATUALMEDIC-CLINICA MEDICA E PSICOLOGIA DO TRANSITO LTDA"
"CLAUDIONOR LIMA DA COSTA","MR DISTRIBUIDORA DE EQUIP. E PECAS PARA REFRIG. EIRELI EPP"
"BRUNIELLE ALMEIDA APOLIANO","MUNICIPIO DE ABAETETUBA"
"GESSICA MARIA SOARES","MUNICIPIO DE ALTAMIRA"
"MARIA SOLANYELE DOS SANTOS MOTA","AYUSO SOCIEDADE DE ADVOGADOS"
"GIOVANNA COSTA MARQUES ARAUJO","DANIEL PIRES CABRAL"
"AURILEDA DE ALMEIDA OLIVEIRA COSTA","DAVID VALE DO NASCIMENTO"
"INACIO BARROSO ROCHA","DAYANY DE OLIVEIRA LIMA DE SOUSA UNIPESSOAL LIMITADA"
"AROLDO DUARE GOMES","PFM COMERCIAL LTDA"
"PALLOMA REGIA DA CUNHA BARROSO","PHARLAB INDUSTRIA FARMACEUTICA S.A."
"FRANCISCA DA SILVA SOUZA ASSUNÇÃO","ALMEIDA FARMACEUTICA LTDA"
"THIAGO MOURA DAVI","R R COMERCIO VAREJISTA DE CALCADOS LTDA"
"EVELINE TOMAZ SOUZA","A L FARIAS M EIRELI - EPP"
"RAFAELE DA SILVA RODRIGUES","ACTIVE PHARMACEUTICA LTDA"
"ALANA EUFRASIO DE CASTRO LIMA","ALISSON GUIMARAES VASCONCELOS"
"HELEN DA SILVA PEREIRA","VINICOLA PIZZATO LTDA"
"FRANCISCO ANDERSON ALVES CARNEIRO","DELFA INDUSTRIA E COM.DE ACESSORIOS DO VESTUARIO LTDA"
"ARTEMISIA FLOREA DIAS DE SOUSA","MEIPAD INFO LTDA"
"VANESSA REGIA LOPES MOREIRA","GDC ALIMENTOS S/A"
"RODOLFO GABRIEL COSTA FORTUNA","PRATYC IND. E DIST. PROD. EM ALUMINIO EIRELI"
"MARIA MARLENE RODRIGUES REBOUÇAS","PROMISSAO MIX DISTRIBUIDORA LTDA"
"ANA JESSICA CORDEIRO MARCELO","RG EMPREENDIMENTOS IMOBILIARIOS LTDA"
"DEBORA FONTES GREGORIO","SENDAS DISTRIBUIDORA S/A"
"ANGELA MARIA SILVA PEREIRA","TOTAL MEDICAL BRASIL INDUSTRIA E COMERCIO DE PRODUTOS MEDICO-HOSPITALARES LTDA"
"JULIA DE AQUINO BEZERRA","ARI JOSE PINHEIRO DA SILVA - EPP"
"LAISE SOUSA DOS SANTOS","ARI JOSE PINHEIRO DA SILVA - EPP"
"ANTONIO LUCAS SILVA CARVALHO","ARKA VD PRODUTOS DE BELEZA LTDA ME"
"JAIANE ROCHA PINHEIRO","DSW IMPORTS LTDA"
"NAYARA QUEDMA SOARES DE ALMEIDA","CLINICA DE VACINACAO CARLOS RIBEIRO LTDA"
"FRANCISCA FLAVIA ALVES SAMPAIO","CLINICA SAO JOSE DIAGNOSTICOS E TRATAMENTOS LTDA"
"ANTONIO MAZIO ASSIS PERNAMBUCANO","CLINICOR - SOCIEDADE SIMPLES LTDA"
"DAVID URIA BAECKE","JURACY FRANKLANDE ALMEIDA PESSOA EPP"
"JOSELY LEITE LIMA","LF LOJAS DE DEPARTAMENTOS LTDA"
"EMERSON RODRIGUES BATISTA","G M S ABREU E COMERCIO    EIRELI"
"CÍCERO MORAIS ARRAIS OILVEIRA","PEDRO ANTONIO V SOUSA JUNIOR"
"VALDIR RICARDO HONORATO DA SILVA","A G DOS ANJOS PURIFICADORES - ME"
"DAVID GERARDO PEREIRA","BEBIDAS GRASSI DO BRASIL LTDA"
"MARIA DAS GRAÇAS FAUSTINO LIMA ARAÚJO","BOTUVERA INDUSTRIA E COMERCIO DE ACUMULADORES E C"
"JESSICA RAISSA LIMA DA SILVA","COOPERATIVA DE TRANSPORTE E TURISMO DO ESTADO DO CEARA LTDA"
"HERMYVAN XAVIER DO REGO","CHOKOPINK INDUSTRIA E COMERCIO DE CONFECCOES LTDA ME"
"ANA LUIZA ARAUJO PERAZO NUNES DE CARVALHO","F. R. RIBEIRO CARNES - ME"
"CLECIANA SOARES PAIXÃO","J PAULO SOCIEDADE INDIVIDUAL DE ADVOCACIA"
"ANA PATRICIA DE SOUSA GOMES ALEXANDRE","LACERDA E CARVALHO ADVOGADOS ASSOCIADOS"
"NARA LIANE MALHEIROS REZENDE","LABORATORIO DE ANALISES CLINICAS  PADRE CICERO LTDA"
"SAMARA FERREIRA DA SILVA","SULMEDIC COMERCIO DE MEDICAMENTOS LTDA"
"LEILANE MOURA GOMES","G2L LOGISTICA LTDA"
"CHARLIANE CARMURCA CAVALCANTE","2SP COMERCIO DE ELETRONICOS EIRELI"
"ROBERTO DOS SANTOS VASCONCELOS","A L B COMERCIO DE CALCADOS LTDA"
"ADRIANA DANNUBIA LIMA LEITE","A. LUIZ DA SILVA ARMARINHO"
"VITORIA NAYARA DA SILVA COSTA","AMANDA BARREIRA ARAGAO LTDA"
",MANUEL FARIAS DE MENEZES NETO","ANTONIO JOSIVAN DE OLIVEIRA MENEZES ME"
"MARIA SILVANI ALVES DOS SANTOS","ANTONIO MARTINS FARIAS ME"
"ANTONIA SANGILA FREITAS PEIXOTO","BSOLAR ENERGIA LTDA"
"MARIA VALCILENE DE MESQUITA","C NELLY A CASTRO - EPP"
"SYNAMDO LEONARDO DE OLIVEIRA PEREIRA","FISIOFORT COMERCIO E REPRESENTACOES DE PRODUTOS DE FISIOTERA"
"MARIA REJANE DE SOUSA TEIXEIRA","HIPERMETAL COMERCIO E INDUSTRIA LTDA"
"JOSE RODRIGUES DO NASCIMENTO FILHO","J L BARBOSA TRANSPORTES LTDA"
"JOSE DARCIO ABRANTES SARMENTO","JBM COMERCIO DE ARTIGOS ESPORTIVOS LTDA ME"
"GIOVANNA BEZERRA DE CARVALHO","JDM MUDANCAS E TRANSPORTES LTDA"
"JOSELANIA ALVES DOS SANTOS RODRIGUES","R S ROCHA TRANSPORTE E LOGISTICA LTDA"
"THAIS PEREIRA DA SILVA","VERSATTIL COMERCIO DE MATERIAL ELETRICO LTDA"
