"cidade","estado"
"PEDRO AVELINO","RIO GRANDE DO NORTE"
"PEDRO VELHO","RIO GRANDE DO NORTE"
"PENDÊNCIAS","RIO GRANDE DO NORTE"
"PILÕES","RIO GRANDE DO NORTE"
"POÇO BRANCO","RIO GRANDE DO NORTE"
"PORTALEGRE","RIO GRANDE DO NORTE"
"PORTO DO MANGUE","RIO GRANDE DO NORTE"
"PUREZA","RIO GRANDE DO NORTE"
"RAFAEL FERNANDES","RIO GRANDE DO NORTE"
"RAFAEL GODEIRO","RIO GRANDE DO NORTE"
"RIACHO DA CRUZ","RIO GRANDE DO NORTE"
"RIACHO DE SANTANA","RIO GRANDE DO NORTE"
"RIACHUELO","RIO GRANDE DO NORTE"
"RIO DO FOGO","RIO GRANDE DO NORTE"
"RODOLFO FERNANDES","RIO GRANDE DO NORTE"
"RUY BARBOSA","RIO GRANDE DO NORTE"
"SANTA CRUZ","RIO GRANDE DO NORTE"
"SANTA MARIA","RIO GRANDE DO NORTE"
"SANTANA DO MATOS","RIO GRANDE DO NORTE"
"SANTANA DO SERIDÓ","RIO GRANDE DO NORTE"
"SANTO ANTÔNIO","RIO GRANDE DO NORTE"
"SÃO BENTO DO NORTE","RIO GRANDE DO NORTE"
"SÃO BENTO DO TRAIRI","RIO GRANDE DO NORTE"
"SÃO FERNANDO","RIO GRANDE DO NORTE"
"SÃO FRANCISCO DO OESTE","RIO GRANDE DO NORTE"
"SÃO GONÇALO DO AMARANTE","RIO GRANDE DO NORTE"
"SÃO JOÃO DO SABUGI","RIO GRANDE DO NORTE"
"SÃO JOSÉ DE MIPIBU","RIO GRANDE DO NORTE"
"SÃO JOSÉ DO CAMPESTRE","RIO GRANDE DO NORTE"
"SÃO JOSÉ DO SERIDÓ","RIO GRANDE DO NORTE"
"SÃO MIGUEL","RIO GRANDE DO NORTE"
"SÃO PAULO DO POTENGI","RIO GRANDE DO NORTE"
"SÃO PEDRO","RIO GRANDE DO NORTE"
"SÃO RAFAEL","RIO GRANDE DO NORTE"
"SÃO TOMÉ","RIO GRANDE DO NORTE"
"SÃO VICENTE","RIO GRANDE DO NORTE"
"SENADOR ELÓI DE SOUZA","RIO GRANDE DO NORTE"
"SENADOR GEORGINO AVELINO","RIO GRANDE DO NORTE"
"SERRA CAIADA","RIO GRANDE DO NORTE"
"SERRA DE SÃO BENTO","RIO GRANDE DO NORTE"
"SERRA DO MEL","RIO GRANDE DO NORTE"
"SERRA NEGRA DO NORTE","RIO GRANDE DO NORTE"
"SERRINHA","RIO GRANDE DO NORTE"
"SERRINHA DOS PINTOS","RIO GRANDE DO NORTE"
"SEVERIANO MELO","RIO GRANDE DO NORTE"
"SÍTIO NOVO","RIO GRANDE DO NORTE"
"TABOLEIRO GRANDE","RIO GRANDE DO NORTE"
"TAIPU","RIO GRANDE DO NORTE"
"TANGARÁ","RIO GRANDE DO NORTE"
"TENENTE ANANIAS","RIO GRANDE DO NORTE"
"TENENTE LAURENTINO CRUZ","RIO GRANDE DO NORTE"
"TIBAU","RIO GRANDE DO NORTE"
"TIBAU DO SUL","RIO GRANDE DO NORTE"
"TIMBAÚBA DOS BATISTAS","RIO GRANDE DO NORTE"
"TOUROS","RIO GRANDE DO NORTE"
"TRIUNFO POTIGUAR","RIO GRANDE DO NORTE"
"UMARIZAL","RIO GRANDE DO NORTE"
"UPANEMA","RIO GRANDE DO NORTE"
"VÁRZEA","RIO GRANDE DO NORTE"
"VENHA-VER","RIO GRANDE DO NORTE"
"VERA CRUZ","RIO GRANDE DO NORTE"
"VIÇOSA","RIO GRANDE DO NORTE"
"VILA FLOR","RIO GRANDE DO NORTE"
"ALTA FLORESTA D'OESTE","RONDÔNIA"
"ALTO ALEGRE DOS PARECIS","RONDÔNIA"
"ALTO PARAÍSO","RONDÔNIA"
"ALVORADA D'OESTE","RONDÔNIA"
"ARIQUEMES","RONDÔNIA"
"BURITIS","RONDÔNIA"
"CABIXI","RONDÔNIA"
"CACAULÂNDIA","RONDÔNIA"
"CACOAL","RONDÔNIA"
"CAMPO NOVO DE RONDÔNIA","RONDÔNIA"
"CANDEIAS DO JAMARI","RONDÔNIA"
"CASTANHEIRAS","RONDÔNIA"
"CEREJEIRAS","RONDÔNIA"
"CHUPINGUAIA","RONDÔNIA"
"COLORADO DO OESTE","RONDÔNIA"
"CORUMBIARA","RONDÔNIA"
"COSTA MARQUES","RONDÔNIA"
"CUJUBIM","RONDÔNIA"
"ESPIGÃO DO OESTE","RONDÔNIA"
"GOVERNADOR JORGE TEIXEIRA","RONDÔNIA"
"GUAJARÁ-MIRIM","RONDÔNIA"
"ITAPUÃ DO OESTE","RONDÔNIA"
"JARU","RONDÔNIA"
"JI-PARANÁ","RONDÔNIA"
"MACHADINHO D'OESTE","RONDÔNIA"
"MINISTRO ANDREAZZA","RONDÔNIA"
"MIRANTE DA SERRA","RONDÔNIA"
"MONTE NEGRO","RONDÔNIA"
"NOVA BRASILÂNDIA D'OESTE","RONDÔNIA"
"NOVA MAMORÉ","RONDÔNIA"
"NOVA UNIÃO","RONDÔNIA"
"NOVO HORIZONTE DO OESTE","RONDÔNIA"
"OURO PRETO DO OESTE","RONDÔNIA"
"PARECIS","RONDÔNIA"
"PIMENTA BUENO","RONDÔNIA"
"PIMENTEIRAS DO OESTE","RONDÔNIA"
"PORTO VELHO","RONDÔNIA"
"PRESIDENTE MÉDICI","RONDÔNIA"
"PRIMAVERA DE RONDÔNIA","RONDÔNIA"
"RIO CRESPO","RONDÔNIA"
"ROLIM DE MOURA","RONDÔNIA"
"SANTA LUZIA D'OESTE","RONDÔNIA"
"SÃO FELIPE D'OESTE","RONDÔNIA"
"SÃO FRANCISCO DO GUAPORÉ","RONDÔNIA"
"SÃO MIGUEL DO GUAPORÉ","RONDÔNIA"
"SERINGUEIRAS","RONDÔNIA"
"TEIXEIRÓPOLIS","RONDÔNIA"
"THEOBROMA","RONDÔNIA"
"URUPÁ","RONDÔNIA"
"VALE DO ANARI","RONDÔNIA"
"VALE DO PARAÍSO","RONDÔNIA"
"VILHENA","RONDÔNIA"
"ALTO ALEGRE","RORAIMA"
"AMAJARI","RORAIMA"
"BOA VISTA","RORAIMA"
"BONFIM","RORAIMA"
"CANTÁ","RORAIMA"
"CARACARAÍ","RORAIMA"
"CAROEBE","RORAIMA"
"IRACEMA","RORAIMA"
"MUCAJAÍ","RORAIMA"
"NORMANDIA","RORAIMA"
"PACARAIMA","RORAIMA"
"RORAINÓPOLIS","RORAIMA"
"SÃO JOÃO DA BALIZA","RORAIMA"
"SÃO LUIZ","RORAIMA"
"UIRAMUTÃ","RORAIMA"
"ACEGUÁ","RIO GRANDE DO SUL"
"ÁGUA SANTA","RIO GRANDE DO SUL"
"AGUDO","RIO GRANDE DO SUL"
"AJURICABA","RIO GRANDE DO SUL"
"ALECRIM","RIO GRANDE DO SUL"
"ALEGRETE","RIO GRANDE DO SUL"
"ALEGRIA","RIO GRANDE DO SUL"
"ALMIRANTE TAMANDARÉ DO SUL","RIO GRANDE DO SUL"
"ALPESTRE","RIO GRANDE DO SUL"
"ALTO ALEGRE","RIO GRANDE DO SUL"
"ALTO FELIZ","RIO GRANDE DO SUL"
"ALVORADA","RIO GRANDE DO SUL"
"AMARAL FERRADOR","RIO GRANDE DO SUL"
"AMETISTA DO SUL","RIO GRANDE DO SUL"
"ANDRÉ DA ROCHA","RIO GRANDE DO SUL"
"ANTA GORDA","RIO GRANDE DO SUL"
"ANTÔNIO PRADO","RIO GRANDE DO SUL"
"ARAMBARÉ","RIO GRANDE DO SUL"
"ARARICÁ","RIO GRANDE DO SUL"
"ARATIBA","RIO GRANDE DO SUL"
"ARROIO DO MEIO","RIO GRANDE DO SUL"
"ARROIO DO PADRE","RIO GRANDE DO SUL"
"ARROIO DO SAL","RIO GRANDE DO SUL"
"ARROIO DO TIGRE","RIO GRANDE DO SUL"
"ARROIO DOS RATOS","RIO GRANDE DO SUL"
"ARROIO GRANDE","RIO GRANDE DO SUL"
"ARVOREZINHA","RIO GRANDE DO SUL"
"AUGUSTO PESTANA","RIO GRANDE DO SUL"
"ÁUREA","RIO GRANDE DO SUL"
"BAGÉ","RIO GRANDE DO SUL"
"BALNEÁRIO PINHAL","RIO GRANDE DO SUL"
"BARÃO","RIO GRANDE DO SUL"
"BARÃO DE COTEGIPE","RIO GRANDE DO SUL"
"BARÃO DO TRIUNFO","RIO GRANDE DO SUL"
"BARRA DO GUARITA","RIO GRANDE DO SUL"
"BARRA DO QUARAÍ","RIO GRANDE DO SUL"
"BARRA DO RIBEIRO","RIO GRANDE DO SUL"
"BARRA DO RIO AZUL","RIO GRANDE DO SUL"
"BARRA FUNDA","RIO GRANDE DO SUL"
"BARRACÃO","RIO GRANDE DO SUL"
"BARROS CASSAL","RIO GRANDE DO SUL"
"BENJAMIN CONSTANT DO SUL","RIO GRANDE DO SUL"
"BENTO GONÇALVES","RIO GRANDE DO SUL"
"BOA VISTA DAS MISSÕES","RIO GRANDE DO SUL"
"BOA VISTA DO BURICÁ","RIO GRANDE DO SUL"
"BOA VISTA DO CADEADO","RIO GRANDE DO SUL"
"BOA VISTA DO INCRA","RIO GRANDE DO SUL"
"BOA VISTA DO SUL","RIO GRANDE DO SUL"
"BOM JESUS","RIO GRANDE DO SUL"
"BOM PRINCÍPIO","RIO GRANDE DO SUL"
"BOM PROGRESSO","RIO GRANDE DO SUL"
"BOM RETIRO DO SUL","RIO GRANDE DO SUL"
"BOQUEIRÃO DO LEÃO","RIO GRANDE DO SUL"
"BOSSOROCA","RIO GRANDE DO SUL"
"BOZANO","RIO GRANDE DO SUL"
"BRAGA","RIO GRANDE DO SUL"
"BROCHIER","RIO GRANDE DO SUL"
"BUTIÁ","RIO GRANDE DO SUL"
"CAÇAPAVA DO SUL","RIO GRANDE DO SUL"
"CACEQUI","RIO GRANDE DO SUL"
"CACHOEIRA DO SUL","RIO GRANDE DO SUL"
"CACHOEIRINHA","RIO GRANDE DO SUL"
"CACIQUE DOBLE","RIO GRANDE DO SUL"
"CAIBATÉ","RIO GRANDE DO SUL"
"CAIÇARA","RIO GRANDE DO SUL"
"CAMAQUÃ","RIO GRANDE DO SUL"
"CAMARGO","RIO GRANDE DO SUL"
"CAMBARÁ DO SUL","RIO GRANDE DO SUL"
"CAMPESTRE DA SERRA","RIO GRANDE DO SUL"
"CAMPINA DAS MISSÕES","RIO GRANDE DO SUL"
"CAMPINAS DO SUL","RIO GRANDE DO SUL"
"CAMPO BOM","RIO GRANDE DO SUL"
"CAMPO NOVO","RIO GRANDE DO SUL"
"CAMPOS BORGES","RIO GRANDE DO SUL"
"CANDELÁRIA","RIO GRANDE DO SUL"
"CÂNDIDO GODÓI","RIO GRANDE DO SUL"
"CANDIOTA","RIO GRANDE DO SUL"
"CANELA","RIO GRANDE DO SUL"
"CANGUÇU","RIO GRANDE DO SUL"
"CANOAS","RIO GRANDE DO SUL"
"CANUDOS DO VALE","RIO GRANDE DO SUL"
"CAPÃO BONITO DO SUL","RIO GRANDE DO SUL"
"CAPÃO DA CANOA","RIO GRANDE DO SUL"
"CAPÃO DO CIPÓ","RIO GRANDE DO SUL"
"CAPÃO DO LEÃO","RIO GRANDE DO SUL"
"CAPELA DE SANTANA","RIO GRANDE DO SUL"
"CAPITÃO","RIO GRANDE DO SUL"
"CAPIVARI DO SUL","RIO GRANDE DO SUL"
"CARAÁ","RIO GRANDE DO SUL"
"CARAZINHO","RIO GRANDE DO SUL"
"CARLOS BARBOSA","RIO GRANDE DO SUL"
"CARLOS GOMES","RIO GRANDE DO SUL"
"CASCA","RIO GRANDE DO SUL"
"CASEIROS","RIO GRANDE DO SUL"
"CATUÍPE","RIO GRANDE DO SUL"
"CAXIAS DO SUL","RIO GRANDE DO SUL"
"CENTENÁRIO","RIO GRANDE DO SUL"
"CERRITO","RIO GRANDE DO SUL"
"CERRO BRANCO","RIO GRANDE DO SUL"
"CERRO GRANDE","RIO GRANDE DO SUL"
"CERRO GRANDE DO SUL","RIO GRANDE DO SUL"
"CERRO LARGO","RIO GRANDE DO SUL"
"CHAPADA","RIO GRANDE DO SUL"
"CHARQUEADAS","RIO GRANDE DO SUL"
"CHARRUA","RIO GRANDE DO SUL"
"CHIAPETTA","RIO GRANDE DO SUL"
"CHUÍ","RIO GRANDE DO SUL"
"CHUVISCA","RIO GRANDE DO SUL"
"CIDREIRA","RIO GRANDE DO SUL"
"CIRÍACO","RIO GRANDE DO SUL"
"COLINAS","RIO GRANDE DO SUL"
"COLORADO","RIO GRANDE DO SUL"
"CONDOR","RIO GRANDE DO SUL"
"CONSTANTINA","RIO GRANDE DO SUL"
"COQUEIRO BAIXO","RIO GRANDE DO SUL"
"COQUEIROS DO SUL","RIO GRANDE DO SUL"
"CORONEL BARROS","RIO GRANDE DO SUL"
"CORONEL BICACO","RIO GRANDE DO SUL"
"CORONEL PILAR","RIO GRANDE DO SUL"
"COTIPORÃ","RIO GRANDE DO SUL"
"COXILHA","RIO GRANDE DO SUL"
"CRISTAL","RIO GRANDE DO SUL"
"CRISTAL DO SUL","RIO GRANDE DO SUL"
"CRUZ ALTA","RIO GRANDE DO SUL"
"CRUZALTENSE","RIO GRANDE DO SUL"
"CRUZEIRO DO SUL","RIO GRANDE DO SUL"
"DAVID CANABARRO","RIO GRANDE DO SUL"
"DERRUBADAS","RIO GRANDE DO SUL"
"DEZESSEIS DE NOVEMBRO","RIO GRANDE DO SUL"
"DILERMANDO DE AGUIAR","RIO GRANDE DO SUL"
"DOIS IRMÃOS","RIO GRANDE DO SUL"
"DOIS IRMÃOS DAS MISSÕES","RIO GRANDE DO SUL"
"DOIS LAJEADOS","RIO GRANDE DO SUL"
"DOM FELICIANO","RIO GRANDE DO SUL"
"DOM PEDRITO","RIO GRANDE DO SUL"
"DOM PEDRO DE ALCÂNTARA","RIO GRANDE DO SUL"
"DONA FRANCISCA","RIO GRANDE DO SUL"
"DOUTOR MAURÍCIO CARDOSO","RIO GRANDE DO SUL"
"DOUTOR RICARDO","RIO GRANDE DO SUL"
"ELDORADO DO SUL","RIO GRANDE DO SUL"
"ENCANTADO","RIO GRANDE DO SUL"
"ENCRUZILHADA DO SUL","RIO GRANDE DO SUL"
"ENGENHO VELHO","RIO GRANDE DO SUL"
"ENTRE RIOS DO SUL","RIO GRANDE DO SUL"
"ENTRE-IJUÍS","RIO GRANDE DO SUL"
"EREBANGO","RIO GRANDE DO SUL"
"ERECHIM","RIO GRANDE DO SUL"
"ERNESTINA","RIO GRANDE DO SUL"
"ERVAL GRANDE","RIO GRANDE DO SUL"
"ERVAL SECO","RIO GRANDE DO SUL"
"ESMERALDA","RIO GRANDE DO SUL"
"ESPERANÇA DO SUL","RIO GRANDE DO SUL"
"ESPUMOSO","RIO GRANDE DO SUL"
"ESTAÇÃO","RIO GRANDE DO SUL"
"FARROUPILHA","RIO GRANDE DO SUL"
"FAXINAL DO SOTURNO","RIO GRANDE DO SUL"
"FAXINALZINHO","RIO GRANDE DO SUL"
"FAZENDA VILANOVA","RIO GRANDE DO SUL"
"FELIZ","RIO GRANDE DO SUL"
"FLORES DA CUNHA","RIO GRANDE DO SUL"
"FLORIANO PEIXOTO","RIO GRANDE DO SUL"
"FONTOURA XAVIER","RIO GRANDE DO SUL"
"FORMIGUEIRO","RIO GRANDE DO SUL"
"FORQUETINHA","RIO GRANDE DO SUL"
"FORTALEZA DOS VALOS","RIO GRANDE DO SUL"
"FREDERICO WESTPHALEN","RIO GRANDE DO SUL"
"GARIBALDI","RIO GRANDE DO SUL"
"GARRUCHOS","RIO GRANDE DO SUL"
"GAURAMA","RIO GRANDE DO SUL"
"GENERAL CÂMARA","RIO GRANDE DO SUL"
"GENTIL","RIO GRANDE DO SUL"
"GETÚLIO VARGAS","RIO GRANDE DO SUL"
"GIRUÁ","RIO GRANDE DO SUL"
"GLORINHA","RIO GRANDE DO SUL"
"GRAMADO","RIO GRANDE DO SUL"
"GRAMADO DOS LOUREIROS","RIO GRANDE DO SUL"
"GRAMADO XAVIER","RIO GRANDE DO SUL"
"GRAVATAÍ","RIO GRANDE DO SUL"
"GUABIJU","RIO GRANDE DO SUL"
"GUAÍBA","RIO GRANDE DO SUL"
"GUAPORÉ","RIO GRANDE DO SUL"
"GUARANI DAS MISSÕES","RIO GRANDE DO SUL"
"HARMONIA","RIO GRANDE DO SUL"
"HERVAL","RIO GRANDE DO SUL"
"HERVEIRAS","RIO GRANDE DO SUL"
"HORIZONTINA","RIO GRANDE DO SUL"
"HULHA NEGRA","RIO GRANDE DO SUL"
"HUMAITÁ","RIO GRANDE DO SUL"
"IBARAMA","RIO GRANDE DO SUL"
"IBIRAPUITÃ","RIO GRANDE DO SUL"
"IBIRUBÁ","RIO GRANDE DO SUL"
"IGREJINHA","RIO GRANDE DO SUL"
"IJUÍ","RIO GRANDE DO SUL"
"ILÓPOLIS","RIO GRANDE DO SUL"
"IMBÉ","RIO GRANDE DO SUL"
"IMIGRANTE","RIO GRANDE DO SUL"
"INDEPENDÊNCIA","RIO GRANDE DO SUL"
"INHACORÁ","RIO GRANDE DO SUL"
"IPÊ","RIO GRANDE DO SUL"
"IPIRANGA DO SUL","RIO GRANDE DO SUL"
"IRAÍ","RIO GRANDE DO SUL"
"ITAARA","RIO GRANDE DO SUL"
"ITACURUBI","RIO GRANDE DO SUL"
"ITAPUCA","RIO GRANDE DO SUL"
"ITAQUI","RIO GRANDE DO SUL"
"ITATI","RIO GRANDE DO SUL"
"ITATIBA DO SUL","RIO GRANDE DO SUL"
"IVORÁ","RIO GRANDE DO SUL"
"IVOTI","RIO GRANDE DO SUL"
"JABOTICABA","RIO GRANDE DO SUL"
"JACUIZINHO","RIO GRANDE DO SUL"
"JACUTINGA","RIO GRANDE DO SUL"
"JAGUARÃO","RIO GRANDE DO SUL"
"JAGUARI","RIO GRANDE DO SUL"
"JAQUIRANA","RIO GRANDE DO SUL"
"JARI","RIO GRANDE DO SUL"
"JÓIA","RIO GRANDE DO SUL"
"JÚLIO DE CASTILHOS","RIO GRANDE DO SUL"
"LAGOA BONITA DO SUL","RIO GRANDE DO SUL"
"LAGOA DOS TRÊS CANTOS","RIO GRANDE DO SUL"
"LAGOA VERMELHA","RIO GRANDE DO SUL"
"LAGOÃO","RIO GRANDE DO SUL"
"LAJEADO","RIO GRANDE DO SUL"
"LAJEADO DO BUGRE","RIO GRANDE DO SUL"
"LAVRAS DO SUL","RIO GRANDE DO SUL"
"LIBERATO SALZANO","RIO GRANDE DO SUL"
"MAMPITUBA","RIO GRANDE DO SUL"
"MANOEL VIANA","RIO GRANDE DO SUL"
"MAQUINÉ","RIO GRANDE DO SUL"
"MARATÁ","RIO GRANDE DO SUL"
"MARAU","RIO GRANDE DO SUL"
"MARCELINO RAMOS","RIO GRANDE DO SUL"
"MARIANA PIMENTEL","RIO GRANDE DO SUL"
"MARIANO MORO","RIO GRANDE DO SUL"
"MARQUES DE SOUZA","RIO GRANDE DO SUL"
"MATA","RIO GRANDE DO SUL"
"MATO CASTELHANO","RIO GRANDE DO SUL"
"MATO LEITÃO","RIO GRANDE DO SUL"
"MATO QUEIMADO","RIO GRANDE DO SUL"
"MAXIMILIANO DE ALMEIDA","RIO GRANDE DO SUL"
"MINAS DO LEÃO","RIO GRANDE DO SUL"
"MIRAGUAÍ","RIO GRANDE DO SUL"
"MONTAURI","RIO GRANDE DO SUL"
"MONTE ALEGRE DOS CAMPOS","RIO GRANDE DO SUL"
"MONTE BELO DO SUL","RIO GRANDE DO SUL"
"MONTENEGRO","RIO GRANDE DO SUL"
"MORMAÇO","RIO GRANDE DO SUL"
"MORRINHOS DO SUL","RIO GRANDE DO SUL"
"MORRO REDONDO","RIO GRANDE DO SUL"
"MORRO REUTER","RIO GRANDE DO SUL"
"MOSTARDAS","RIO GRANDE DO SUL"
"MUÇUM","RIO GRANDE DO SUL"
"MUITOS CAPÕES","RIO GRANDE DO SUL"
"MULITERNO","RIO GRANDE DO SUL"
"NÃO-ME-TOQUE","RIO GRANDE DO SUL"
"NICOLAU VERGUEIRO","RIO GRANDE DO SUL"
"NONOAI","RIO GRANDE DO SUL"
"NOVA ALVORADA","RIO GRANDE DO SUL"
"NOVA ARAÇÁ","RIO GRANDE DO SUL"
"NOVA BASSANO","RIO GRANDE DO SUL"
"NOVA BOA VISTA","RIO GRANDE DO SUL"
"NOVA BRÉSCIA","RIO GRANDE DO SUL"
"NOVA CANDELÁRIA","RIO GRANDE DO SUL"
"NOVA ESPERANÇA DO SUL","RIO GRANDE DO SUL"
"NOVA HARTZ","RIO GRANDE DO SUL"
"NOVA PÁDUA","RIO GRANDE DO SUL"
"NOVA PALMA","RIO GRANDE DO SUL"
"NOVA PETRÓPOLIS","RIO GRANDE DO SUL"
"NOVA PRATA","RIO GRANDE DO SUL"
"NOVA RAMADA","RIO GRANDE DO SUL"
"NOVA ROMA DO SUL","RIO GRANDE DO SUL"
"NOVA SANTA RITA","RIO GRANDE DO SUL"
"NOVO BARREIRO","RIO GRANDE DO SUL"
"NOVO CABRAIS","RIO GRANDE DO SUL"
"NOVO HAMBURGO","RIO GRANDE DO SUL"
"NOVO MACHADO","RIO GRANDE DO SUL"
"NOVO TIRADENTES","RIO GRANDE DO SUL"
"NOVO XINGU","RIO GRANDE DO SUL"
"OSÓRIO","RIO GRANDE DO SUL"
"PAIM FILHO","RIO GRANDE DO SUL"
"PALMARES DO SUL","RIO GRANDE DO SUL"
"PALMEIRA DAS MISSÕES","RIO GRANDE DO SUL"
"PALMITINHO","RIO GRANDE DO SUL"
"PANAMBI","RIO GRANDE DO SUL"
"PANTANO GRANDE","RIO GRANDE DO SUL"
"PARAÍ","RIO GRANDE DO SUL"
"PARAÍSO DO SUL","RIO GRANDE DO SUL"
"PARECI NOVO","RIO GRANDE DO SUL"
"PAROBÉ","RIO GRANDE DO SUL"
"PASSA SETE","RIO GRANDE DO SUL"
"PASSO DO SOBRADO","RIO GRANDE DO SUL"
"PASSO FUNDO","RIO GRANDE DO SUL"
"PAULO BENTO","RIO GRANDE DO SUL"
"PAVERAMA","RIO GRANDE DO SUL"
"PEDRAS ALTAS","RIO GRANDE DO SUL"
"PEDRO OSÓRIO","RIO GRANDE DO SUL"
"PEJUÇARA","RIO GRANDE DO SUL"
"PELOTAS","RIO GRANDE DO SUL"
"PICADA CAFÉ","RIO GRANDE DO SUL"
"PINHAL","RIO GRANDE DO SUL"
"PINHAL DA SERRA","RIO GRANDE DO SUL"
"PINHAL GRANDE","RIO GRANDE DO SUL"
"PINHEIRINHO DO VALE","RIO GRANDE DO SUL"
"PINHEIRO MACHADO","RIO GRANDE DO SUL"
"PIRAPÓ","RIO GRANDE DO SUL"
"PIRATINI","RIO GRANDE DO SUL"
"PLANALTO","RIO GRANDE DO SUL"
"POÇO DAS ANTAS","RIO GRANDE DO SUL"
"PONTÃO","RIO GRANDE DO SUL"
"PONTE PRETA","RIO GRANDE DO SUL"
"PORTÃO","RIO GRANDE DO SUL"
"PORTO ALEGRE","RIO GRANDE DO SUL"
"PORTO LUCENA","RIO GRANDE DO SUL"
"PORTO MAUÁ","RIO GRANDE DO SUL"
"PORTO VERA CRUZ","RIO GRANDE DO SUL"
"PORTO XAVIER","RIO GRANDE DO SUL"
"POUSO NOVO","RIO GRANDE DO SUL"
"PRESIDENTE LUCENA","RIO GRANDE DO SUL"
"PROGRESSO","RIO GRANDE DO SUL"
"PROTÁSIO ALVES","RIO GRANDE DO SUL"
"PUTINGA","RIO GRANDE DO SUL"
"QUARAÍ","RIO GRANDE DO SUL"
"QUATRO IRMÃOS","RIO GRANDE DO SUL"
"QUEVEDOS","RIO GRANDE DO SUL"
"QUINZE DE NOVEMBRO","RIO GRANDE DO SUL"
"REDENTORA","RIO GRANDE DO SUL"
"RELVADO","RIO GRANDE DO SUL"
"RESTINGA SECA","RIO GRANDE DO SUL"
"RIO DOS ÍNDIOS","RIO GRANDE DO SUL"
"RIO GRANDE","RIO GRANDE DO SUL"
"RIO PARDO","RIO GRANDE DO SUL"
"RIOZINHO","RIO GRANDE DO SUL"
"ROCA SALES","RIO GRANDE DO SUL"
"RODEIO BONITO","RIO GRANDE DO SUL"
"ROLADOR","RIO GRANDE DO SUL"
"ROLANTE","RIO GRANDE DO SUL"
"RONDA ALTA","RIO GRANDE DO SUL"
"RONDINHA","RIO GRANDE DO SUL"
"ROQUE GONZALES","RIO GRANDE DO SUL"
"ROSÁRIO DO SUL","RIO GRANDE DO SUL"
"SAGRADA FAMÍLIA","RIO GRANDE DO SUL"
"SALDANHA MARINHO","RIO GRANDE DO SUL"
"SALTO DO JACUÍ","RIO GRANDE DO SUL"
"SALVADOR DAS MISSÕES","RIO GRANDE DO SUL"
"SALVADOR DO SUL","RIO GRANDE DO SUL"
"SANANDUVA","RIO GRANDE DO SUL"
"SANTA BÁRBARA DO SUL","RIO GRANDE DO SUL"
"SANTA CECÍLIA DO SUL","RIO GRANDE DO SUL"
"SANTA CLARA DO SUL","RIO GRANDE DO SUL"
"SANTA CRUZ DO SUL","RIO GRANDE DO SUL"
"SANTA MARGARIDA DO SUL","RIO GRANDE DO SUL"
"SANTA MARIA","RIO GRANDE DO SUL"
"SANTA MARIA DO HERVAL","RIO GRANDE DO SUL"
"SANTA ROSA","RIO GRANDE DO SUL"
"SANTA TEREZA","RIO GRANDE DO SUL"
"SANTA VITÓRIA DO PALMAR","RIO GRANDE DO SUL"
"SANTANA DA BOA VISTA","RIO GRANDE DO SUL"
"SANTANA DO LIVRAMENTO","RIO GRANDE DO SUL"
"SANTIAGO","RIO GRANDE DO SUL"
"SANTO ÂNGELO","RIO GRANDE DO SUL"
"SANTO ANTÔNIO DA PATRULHA","RIO GRANDE DO SUL"
"SANTO ANTÔNIO DAS MISSÕES","RIO GRANDE DO SUL"
"SANTO ANTÔNIO DO PALMA","RIO GRANDE DO SUL"
"SANTO ANTÔNIO DO PLANALTO","RIO GRANDE DO SUL"
"SANTO AUGUSTO","RIO GRANDE DO SUL"
"SANTO CRISTO","RIO GRANDE DO SUL"
"SANTO EXPEDITO DO SUL","RIO GRANDE DO SUL"
"SÃO BORJA","RIO GRANDE DO SUL"
"SÃO DOMINGOS DO SUL","RIO GRANDE DO SUL"
"SÃO FRANCISCO DE ASSIS","RIO GRANDE DO SUL"
"SÃO FRANCISCO DE PAULA","RIO GRANDE DO SUL"
"SÃO GABRIEL","RIO GRANDE DO SUL"
"SÃO JERÔNIMO","RIO GRANDE DO SUL"
"SÃO JOÃO DA URTIGA","RIO GRANDE DO SUL"
"SÃO JOÃO DO POLÊSINE","RIO GRANDE DO SUL"
"SÃO JORGE","RIO GRANDE DO SUL"
"SÃO JOSÉ DAS MISSÕES","RIO GRANDE DO SUL"
"SÃO JOSÉ DO HERVAL","RIO GRANDE DO SUL"
"SÃO JOSÉ DO HORTÊNCIO","RIO GRANDE DO SUL"
"SÃO JOSÉ DO INHACORÁ","RIO GRANDE DO SUL"
"SÃO JOSÉ DO NORTE","RIO GRANDE DO SUL"
"SÃO JOSÉ DO OURO","RIO GRANDE DO SUL"
"SÃO JOSÉ DO SUL","RIO GRANDE DO SUL"
"SÃO JOSÉ DOS AUSENTES","RIO GRANDE DO SUL"
"SÃO LEOPOLDO","RIO GRANDE DO SUL"
"SÃO LOURENÇO DO SUL","RIO GRANDE DO SUL"
"SÃO LUIZ GONZAGA","RIO GRANDE DO SUL"
"SÃO MARCOS","RIO GRANDE DO SUL"
"SÃO PEDRO DO SUL","RIO GRANDE DO SUL"
"SÃO SEBASTIÃO DO CAÍ","RIO GRANDE DO SUL"
"SÃO SEPÉ","RIO GRANDE DO SUL"
"SÃO VALENTIM","RIO GRANDE DO SUL"
"SÃO VALENTIM DO SUL","RIO GRANDE DO SUL"
